District,2005,2015,2038,2050
71,1.556,1.556,0.9,0.9
72,1.556,1.556,0.9,0.9
73,1.556,1.556,0.9,0.9
74,1.556,1.556,0.9,0.9
75,1.556,1.556,0.9,0.9
76,1.556,1.556,0.9,0.9
77,1.556,1.556,0.9,0.9
78,1.556,1.556,0.9,0.9
79,1.556,1.556,0.9,0.9
80,1.556,1.556,0.9,0.9
81,1.556,1.556,0.9,0.9
82,1.556,1.556,0.9,0.9
83,1.556,1.556,0.9,0.9
84,1.556,1.556,0.9,0.9
85,1.556,1.556,0.9,0.9
86,1.556,1.556,0.9,0.9
87,1.556,1.556,0.9,0.9
88,1.556,1.556,0.9,0.9
89,1.556,1.556,0.9,0.9
90,1.556,1.556,0.9,0.9
91,1.556,1.556,0.9,0.9
92,1.556,1.556,0.9,0.9
93,1.556,1.556,0.9,0.9
94,1.556,1.556,0.9,0.9
95,1.556,1.556,0.9,0.9
96,1.556,1.556,0.9,0.9
97,1.556,1.556,0.9,0.9
98,1.556,1.556,0.9,0.9
99,1.556,1.556,0.9,0.9
100,1.556,1.556,0.9,0.9
101,1.556,1.556,0.9,0.9
102,1.556,1.556,0.9,0.9
103,1.556,1.556,0.9,0.9
104,1.556,1.556,0.9,0.9
105,1.556,1.556,0.9,0.9
106,1.556,1.556,0.9,0.9
107,1.556,1.556,0.9,0.9
108,1.556,1.556,0.9,0.9
109,1.556,1.556,0.9,0.9
110,1.556,1.556,0.9,0.9
111,1.556,1.556,0.9,0.9
112,1.556,1.556,0.9,0.9
113,1.556,1.556,0.9,0.9
114,1.556,1.556,0.9,0.9
115,1.556,1.556,0.9,0.9
116,1.556,1.556,0.9,0.9
117,1.556,1.556,0.9,0.9
118,1.556,1.556,0.9,0.9
119,1.556,1.556,0.9,0.9
120,1.556,1.556,0.9,0.9
121,1.556,1.556,0.9,0.9
122,1.556,1.556,0.9,0.9
123,1.556,1.556,0.9,0.9
124,1.556,1.556,0.9,0.9
125,1.556,1.556,0.9,0.9
126,1.556,1.556,0.9,0.9
127,1.556,1.556,0.9,0.9
128,1.556,1.556,0.9,0.9
129,1.556,1.556,0.9,0.9
130,1.556,1.556,0.9,0.9
131,1.556,1.556,0.9,0.9
132,1.556,1.556,0.9,0.9
133,1.556,1.556,0.9,0.9
134,1.556,1.556,0.9,0.9
135,1.556,1.556,0.9,0.9
136,1.556,1.556,0.9,0.9
137,1.556,1.556,0.9,0.9
138,1.556,1.556,0.9,0.9
139,1.556,1.556,0.9,0.9
140,1.556,1.556,0.9,0.9
141,1.556,1.556,0.9,0.9
142,1.556,1.556,0.9,0.9
143,1.556,1.556,0.9,0.9
144,1.556,1.556,0.9,0.9
145,1.556,1.556,0.9,0.9
146,1.556,1.556,0.9,0.9
147,1.556,1.556,0.9,0.9
148,1.556,1.556,0.9,0.9
149,1.556,1.556,0.9,0.9
150,1.556,1.556,0.9,0.9
151,1.556,1.556,0.9,0.9
152,1.556,1.556,0.9,0.9
153,1.556,1.556,0.9,0.9
154,1.556,1.556,0.9,0.9
155,1.556,1.556,0.9,0.9
156,1.556,1.556,0.9,0.9
157,1.556,1.556,0.9,0.9
158,1.556,1.556,0.9,0.9
159,1.556,1.556,0.9,0.9
160,1.556,1.556,0.9,0.9
161,1.556,1.556,0.9,0.9
162,1.556,1.556,0.9,0.9
163,1.556,1.556,0.9,0.9
164,1.556,1.556,0.9,0.9
165,1.556,1.556,0.9,0.9
166,1.556,1.556,0.9,0.9
167,1.556,1.556,0.9,0.9
168,1.556,1.556,0.9,0.9
169,1.556,1.556,0.9,0.9
170,1.556,1.556,0.9,0.9
171,1.556,1.556,0.9,0.9
172,1.556,1.556,0.9,0.9
173,1.556,1.556,0.9,0.9
174,1.556,1.556,0.9,0.9
175,1.556,1.556,0.9,0.9
176,1.556,1.556,0.9,0.9
177,1.556,1.556,0.9,0.9
178,1.556,1.556,0.9,0.9
179,1.556,1.556,0.9,0.9
180,1.556,1.556,0.9,0.9
181,1.556,1.556,0.9,0.9
182,1.556,1.556,0.9,0.9
183,1.556,1.556,0.9,0.9
184,1.556,1.556,0.9,0.9
185,1.556,1.556,0.9,0.9
186,1.556,1.556,0.9,0.9
187,1.556,1.556,0.9,0.9
188,1.556,1.556,0.9,0.9
189,1.556,1.556,0.9,0.9
190,1.556,1.556,0.9,0.9
191,1.556,1.556,0.9,0.9
192,1.556,1.556,0.9,0.9
193,1.556,1.556,0.9,0.9
194,1.556,1.556,0.9,0.9
195,1.556,1.556,0.9,0.9
196,1.556,1.556,0.9,0.9
197,1.556,1.556,0.9,0.9
198,1.556,1.556,0.9,0.9
199,1.556,1.556,0.9,0.9
200,1.556,1.556,0.9,0.9
201,1.556,1.556,0.9,0.9
202,1.556,1.556,0.9,0.9
203,1.556,1.556,0.9,0.9
204,1.556,1.556,0.9,0.9
205,1.556,1.556,0.9,0.9
206,1.556,1.556,0.9,0.9
207,1.556,1.556,0.9,0.9
208,1.556,1.556,0.9,0.9
209,1.556,1.556,0.9,0.9
210,1.556,1.556,0.9,0.9
211,1.556,1.556,0.9,0.9
212,1.556,1.556,0.9,0.9
213,1.556,1.556,0.9,0.9
214,1.556,1.556,0.9,0.9
215,1.556,1.556,0.9,0.9
216,1.556,1.556,0.9,0.9
217,1.556,1.556,0.9,0.9
218,1.556,1.556,0.9,0.9
219,1.556,1.556,0.9,0.9
220,1.556,1.556,0.9,0.9
221,1.556,1.556,0.9,0.9
222,1.556,1.556,0.9,0.9
223,1.556,1.556,0.9,0.9
224,1.556,1.556,0.9,0.9
225,1.556,1.556,0.9,0.9
226,1.556,1.556,0.9,0.9
227,1.556,1.556,0.9,0.9
228,1.556,1.556,0.9,0.9
229,1.556,1.556,0.9,0.9
230,1.556,1.556,0.9,0.9
231,1.556,1.556,0.9,0.9
232,1.556,1.556,0.9,0.9
233,1.556,1.556,0.9,0.9
234,1.556,1.556,0.9,0.9
235,1.556,1.556,0.9,0.9
236,1.556,1.556,0.9,0.9
237,1.556,1.556,0.9,0.9
238,1.556,1.556,0.9,0.9
239,1.556,1.556,0.9,0.9
240,1.556,1.556,0.9,0.9
241,1.556,1.556,0.9,0.9
242,1.556,1.556,0.9,0.9
243,1.556,1.556,0.9,0.9
244,1.556,1.556,0.9,0.9
245,1.556,1.556,0.9,0.9
246,1.556,1.556,0.9,0.9
247,1.556,1.556,0.9,0.9
248,1.556,1.556,0.9,0.9
249,1.556,1.556,0.9,0.9
250,1.556,1.556,0.9,0.9
251,1.556,1.556,0.9,0.9
252,1.556,1.556,0.9,0.9
253,1.556,1.556,0.9,0.9
254,1.556,1.556,0.9,0.9
255,1.556,1.556,0.9,0.9
256,1.556,1.556,0.9,0.9
257,1.556,1.556,0.9,0.9
258,1.556,1.556,0.9,0.9
259,1.556,1.556,0.9,0.9
260,1.556,1.556,0.9,0.9
261,1.556,1.556,0.9,0.9
262,1.556,1.556,0.9,0.9
263,1.556,1.556,0.9,0.9
264,1.556,1.556,0.9,0.9
265,1.556,1.556,0.9,0.9
266,1.556,1.556,0.9,0.9
267,1.556,1.556,0.9,0.9
268,1.556,1.556,0.9,0.9
269,1.556,1.556,0.9,0.9
270,1.556,1.556,0.9,0.9
271,1.556,1.556,0.9,0.9
272,1.556,1.556,0.9,0.9
273,1.556,1.556,0.9,0.9
274,1.556,1.556,0.9,0.9
275,1.556,1.556,0.9,0.9
276,1.556,1.556,0.9,0.9
277,1.556,1.556,0.9,0.9
278,1.556,1.556,0.9,0.9
279,1.556,1.556,0.9,0.9
280,1.556,1.556,0.9,0.9
281,1.556,1.556,0.9,0.9
282,1.556,1.556,0.9,0.9
283,1.556,1.556,0.9,0.9
284,1.556,1.556,0.9,0.9
285,1.556,1.556,0.9,0.9
286,1.556,1.556,0.9,0.9
287,1.556,1.556,0.9,0.9
288,1.556,1.556,0.9,0.9
289,1.556,1.556,0.9,0.9
290,1.556,1.556,0.9,0.9
291,1.556,1.556,0.9,0.9
292,1.556,1.556,0.9,0.9
293,1.556,1.556,0.9,0.9
294,1.556,1.556,0.9,0.9
295,1.556,1.556,0.9,0.9
296,1.556,1.556,0.9,0.9
297,1.556,1.556,0.9,0.9
298,1.556,1.556,0.9,0.9
299,1.556,1.556,0.9,0.9
300,1.556,1.556,0.9,0.9
301,1.556,1.556,0.9,0.9
302,1.556,1.556,0.9,0.9
303,1.556,1.556,0.9,0.9
304,1.556,1.556,0.9,0.9
305,1.556,1.556,0.9,0.9
306,1.556,1.556,0.9,0.9
307,1.556,1.556,0.9,0.9
308,1.556,1.556,0.9,0.9
309,1.556,1.556,0.9,0.9
310,1.556,1.556,0.9,0.9
311,1.556,1.556,0.9,0.9
312,1.556,1.556,0.9,0.9
313,1.556,1.556,0.9,0.9
314,1.556,1.556,0.9,0.9
315,1.556,1.556,0.9,0.9
316,1.556,1.556,0.9,0.9
317,1.556,1.556,0.9,0.9
318,1.556,1.556,0.9,0.9
319,1.556,1.556,0.9,0.9
320,1.556,1.556,0.9,0.9
321,1.556,1.556,0.9,0.9
322,1.556,1.556,0.9,0.9
323,1.556,1.556,0.9,0.9
324,1.556,1.556,0.9,0.9
325,1.556,1.556,0.9,0.9
326,1.556,1.556,0.9,0.9
327,1.556,1.556,0.9,0.9
328,1.556,1.556,0.9,0.9
329,1.556,1.556,0.9,0.9
330,1.556,1.556,0.9,0.9
331,1.556,1.556,0.9,0.9
332,1.556,1.556,0.9,0.9
333,1.556,1.556,0.9,0.9
334,1.556,1.556,0.9,0.9
335,1.556,1.556,0.9,0.9
336,1.556,1.556,0.9,0.9
337,1.556,1.556,0.9,0.9
338,1.556,1.556,0.9,0.9
339,1.556,1.556,0.9,0.9
340,1.556,1.556,0.9,0.9
341,1.556,1.556,0.9,0.9
342,1.556,1.556,0.9,0.9
343,1.556,1.556,0.9,0.9
344,1.556,1.556,0.9,0.9
345,1.556,1.556,0.9,0.9
346,1.556,1.556,0.9,0.9
347,1.556,1.556,0.9,0.9
348,1.556,1.556,0.9,0.9
349,1.556,1.556,0.9,0.9
350,1.556,1.556,0.9,0.9
351,1.556,1.556,0.9,0.9
352,1.556,1.556,0.9,0.9
353,1.556,1.556,0.9,0.9
354,1.556,1.556,0.9,0.9
355,1.556,1.556,0.9,0.9
356,1.556,1.556,0.9,0.9
357,1.556,1.556,0.9,0.9
358,1.556,1.556,0.9,0.9
359,1.556,1.556,0.9,0.9
360,1.556,1.556,0.9,0.9
361,1.556,1.556,0.9,0.9
362,1.556,1.556,0.9,0.9
363,1.556,1.556,0.9,0.9
364,1.556,1.556,0.9,0.9
365,1.556,1.556,0.9,0.9
366,1.556,1.556,0.9,0.9
367,1.556,1.556,0.9,0.9
368,1.556,1.556,0.9,0.9
369,1.556,1.556,0.9,0.9
370,1.556,1.556,0.9,0.9
371,1.556,1.556,0.9,0.9
372,1.556,1.556,0.9,0.9
373,1.556,1.556,0.9,0.9
374,1.556,1.556,0.9,0.9
375,1.556,1.556,0.9,0.9
376,1.556,1.556,0.9,0.9
377,1.556,1.556,0.9,0.9
378,1.556,1.556,0.9,0.9
379,1.556,1.556,0.9,0.9
380,1.556,1.556,0.9,0.9
381,1.556,1.556,0.9,0.9
382,1.556,1.556,0.9,0.9
383,1.556,1.556,0.9,0.9
384,1.556,1.556,0.9,0.9
385,1.556,1.556,0.9,0.9
386,1.556,1.556,0.9,0.9
387,1.556,1.556,0.9,0.9
388,1.556,1.556,0.9,0.9
389,1.556,1.556,0.9,0.9
390,1.556,1.556,0.9,0.9
391,1.556,1.556,0.9,0.9
392,1.556,1.556,0.9,0.9
393,1.556,1.556,0.9,0.9
394,1.556,1.556,0.9,0.9
395,1.556,1.556,0.9,0.9
396,1.556,1.556,0.9,0.9
397,1.556,1.556,0.9,0.9
398,1.556,1.556,0.9,0.9
399,1.556,1.556,0.9,0.9
400,1.556,1.556,0.9,0.9
401,1.556,1.556,0.9,0.9
402,1.556,1.556,0.9,0.9
403,1.556,1.556,0.9,0.9
404,1.556,1.556,0.9,0.9
405,1.556,1.556,0.9,0.9
406,1.556,1.556,0.9,0.9
407,1.556,1.556,0.9,0.9
408,1.556,1.556,0.9,0.9
409,1.556,1.556,0.9,0.9
410,1.556,1.556,0.9,0.9
411,1.556,1.556,0.9,0.9
412,1.556,1.556,0.9,0.9
413,1.556,1.556,0.9,0.9
414,1.556,1.556,0.9,0.9
415,1.556,1.556,0.9,0.9
416,1.556,1.556,0.9,0.9
417,1.556,1.556,0.9,0.9
418,1.556,1.556,0.9,0.9
419,1.556,1.556,0.9,0.9
420,1.556,1.556,0.9,0.9
421,1.556,1.556,0.9,0.9
422,1.556,1.556,0.9,0.9
423,1.556,1.556,0.9,0.9
424,1.556,1.556,0.9,0.9
425,1.556,1.556,0.9,0.9
426,1.556,1.556,0.9,0.9
427,1.556,1.556,0.9,0.9
428,1.556,1.556,0.9,0.9
429,1.556,1.556,0.9,0.9
430,1.556,1.556,0.9,0.9
431,1.556,1.556,0.9,0.9
432,1.556,1.556,0.9,0.9
433,1.556,1.556,0.9,0.9
434,1.556,1.556,0.9,0.9
435,1.556,1.556,0.9,0.9
436,1.556,1.556,0.9,0.9
437,1.556,1.556,0.9,0.9
438,1.556,1.556,0.9,0.9
439,1.556,1.556,0.9,0.9
440,1.556,1.556,0.9,0.9
441,1.556,1.556,0.9,0.9
442,1.556,1.556,0.9,0.9
443,1.556,1.556,0.9,0.9
444,1.556,1.556,0.9,0.9
445,1.556,1.556,0.9,0.9
446,1.556,1.556,0.9,0.9
447,1.556,1.556,0.9,0.9
448,1.556,1.556,0.9,0.9
449,1.556,1.556,0.9,0.9
450,1.556,1.556,0.9,0.9
451,1.556,1.556,0.9,0.9
452,1.556,1.556,0.9,0.9
453,1.556,1.556,0.9,0.9
454,1.556,1.556,0.9,0.9
455,1.556,1.556,0.9,0.9
456,1.556,1.556,0.9,0.9
457,1.556,1.556,0.9,0.9
458,1.556,1.556,0.9,0.9
459,1.556,1.556,0.9,0.9
460,1.556,1.556,0.9,0.9
461,1.556,1.556,0.9,0.9
462,1.556,1.556,0.9,0.9
463,1.556,1.556,0.9,0.9
464,1.556,1.556,0.9,0.9
465,1.556,1.556,0.9,0.9
466,1.556,1.556,0.9,0.9
467,1.556,1.556,0.9,0.9
468,1.556,1.556,0.9,0.9
469,1.556,1.556,0.9,0.9
470,1.556,1.556,0.9,0.9
471,1.556,1.556,0.9,0.9
472,1.556,1.556,0.9,0.9
473,1.556,1.556,0.9,0.9
474,1.556,1.556,0.9,0.9
475,1.556,1.556,0.9,0.9
476,1.556,1.556,0.9,0.9
477,1.556,1.556,0.9,0.9
478,1.556,1.556,0.9,0.9
479,1.556,1.556,0.9,0.9
480,1.556,1.556,0.9,0.9
481,1.556,1.556,0.9,0.9
482,1.556,1.556,0.9,0.9
483,1.556,1.556,0.9,0.9
484,1.556,1.556,0.9,0.9
485,1.556,1.556,0.9,0.9
486,1.556,1.556,0.9,0.9
487,1.556,1.556,0.9,0.9
488,1.556,1.556,0.9,0.9
489,1.556,1.556,0.9,0.9
490,1.556,1.556,0.9,0.9
491,1.556,1.556,0.9,0.9
492,1.556,1.556,0.9,0.9
493,1.556,1.556,0.9,0.9
494,1.556,1.556,0.9,0.9
495,1.556,1.556,0.9,0.9
496,1.556,1.556,0.9,0.9
497,1.556,1.556,0.9,0.9
498,1.556,1.556,0.9,0.9
499,1.556,1.556,0.9,0.9
500,1.556,1.556,0.9,0.9
501,1.556,1.556,0.9,0.9
502,1.556,1.556,0.9,0.9
503,1.556,1.556,0.9,0.9
504,1.556,1.556,0.9,0.9
505,1.556,1.556,0.9,0.9
506,1.556,1.556,0.9,0.9
507,1.556,1.556,0.9,0.9
508,1.556,1.556,0.9,0.9
509,1.556,1.556,0.9,0.9
510,1.556,1.556,0.9,0.9
511,1.556,1.556,0.9,0.9
512,1.556,1.556,0.9,0.9
513,1.556,1.556,0.9,0.9
514,1.556,1.556,0.9,0.9
515,1.556,1.556,0.9,0.9
516,1.556,1.556,0.9,0.9
517,1.556,1.556,0.9,0.9
518,1.556,1.556,0.9,0.9
519,1.556,1.556,0.9,0.9
520,1.556,1.556,0.9,0.9
521,1.556,1.556,0.9,0.9
522,1.556,1.556,0.9,0.9
523,1.556,1.556,0.9,0.9
524,1.556,1.556,0.9,0.9
525,1.556,1.556,0.9,0.9
526,1.556,1.556,0.9,0.9
527,1.556,1.556,0.9,0.9
528,1.556,1.556,0.9,0.9
529,1.556,1.556,0.9,0.9
530,1.556,1.556,0.9,0.9
531,1.556,1.556,0.9,0.9
532,1.556,1.556,0.9,0.9
533,1.556,1.556,0.9,0.9
534,1.556,1.556,0.9,0.9
535,1.556,1.556,0.9,0.9
536,1.556,1.556,0.9,0.9
537,1.556,1.556,0.9,0.9
538,1.556,1.556,0.9,0.9
539,1.556,1.556,0.9,0.9
540,1.556,1.556,0.9,0.9
541,1.556,1.556,0.9,0.9
542,1.556,1.556,0.9,0.9
543,1.556,1.556,0.9,0.9
544,1.556,1.556,0.9,0.9
545,1.556,1.556,0.9,0.9
546,1.556,1.556,0.9,0.9
547,1.556,1.556,0.9,0.9
548,1.556,1.556,0.9,0.9
549,1.556,1.556,0.9,0.9
550,1.556,1.556,0.9,0.9
551,1.556,1.556,0.9,0.9
552,1.556,1.556,0.9,0.9
553,1.556,1.556,0.9,0.9
554,1.556,1.556,0.9,0.9
555,1.556,1.556,0.9,0.9
556,1.556,1.556,0.9,0.9
557,1.556,1.556,0.9,0.9
558,1.556,1.556,0.9,0.9
559,1.556,1.556,0.9,0.9
560,1.556,1.556,0.9,0.9
561,1.556,1.556,0.9,0.9
562,1.556,1.556,0.9,0.9
563,1.556,1.556,0.9,0.9
564,1.556,1.556,0.9,0.9
565,1.556,1.556,0.9,0.9
566,1.556,1.556,0.9,0.9
567,1.556,1.556,0.9,0.9
568,1.556,1.556,0.9,0.9
569,1.556,1.556,0.9,0.9
570,1.556,1.556,0.9,0.9
571,1.556,1.556,0.9,0.9
572,1.556,1.556,0.9,0.9
573,1.556,1.556,0.9,0.9
574,1.556,1.556,0.9,0.9
575,1.556,1.556,0.9,0.9
576,1.556,1.556,0.9,0.9
577,1.556,1.556,0.9,0.9
578,1.556,1.556,0.9,0.9
579,1.556,1.556,0.9,0.9
580,1.556,1.556,0.9,0.9
581,1.556,1.556,0.9,0.9
582,1.556,1.556,0.9,0.9
583,1.556,1.556,0.9,0.9
584,1.556,1.556,0.9,0.9
585,1.556,1.556,0.9,0.9
586,1.556,1.556,0.9,0.9
587,1.556,1.556,0.9,0.9
588,1.556,1.556,0.9,0.9
589,1.556,1.556,0.9,0.9
590,1.556,1.556,0.9,0.9
591,1.556,1.556,0.9,0.9
592,1.556,1.556,0.9,0.9
593,1.556,1.556,0.9,0.9
594,1.556,1.556,0.9,0.9
595,1.556,1.556,0.9,0.9
596,1.556,1.556,0.9,0.9
597,1.556,1.556,0.9,0.9
598,1.556,1.556,0.9,0.9
599,1.556,1.556,0.9,0.9
600,1.556,1.556,0.9,0.9
601,1.556,1.556,0.9,0.9
602,1.556,1.556,0.9,0.9
603,1.556,1.556,0.9,0.9
604,1.556,1.556,0.9,0.9
605,1.556,1.556,0.9,0.9
606,1.556,1.556,0.9,0.9
607,1.556,1.556,0.9,0.9
608,1.556,1.556,0.9,0.9
609,1.556,1.556,0.9,0.9
610,1.556,1.556,0.9,0.9
611,1.556,1.556,0.9,0.9
612,1.556,1.556,0.9,0.9
613,1.556,1.556,0.9,0.9
614,1.556,1.556,0.9,0.9
615,1.556,1.556,0.9,0.9
616,1.556,1.556,0.9,0.9
617,1.556,1.556,0.9,0.9
618,1.556,1.556,0.9,0.9
619,1.556,1.556,0.9,0.9
620,1.556,1.556,0.9,0.9
621,1.556,1.556,0.9,0.9
622,1.556,1.556,0.9,0.9
623,1.556,1.556,0.9,0.9
624,1.556,1.556,0.9,0.9
625,1.556,1.556,0.9,0.9
626,1.556,1.556,0.9,0.9
627,1.556,1.556,0.9,0.9
628,1.556,1.556,0.9,0.9
629,1.556,1.556,0.9,0.9
630,1.556,1.556,0.9,0.9
631,1.556,1.556,0.9,0.9
632,1.556,1.556,0.9,0.9
633,1.556,1.556,0.9,0.9
634,1.556,1.556,0.9,0.9
635,1.556,1.556,0.9,0.9
636,1.556,1.556,0.9,0.9
637,1.556,1.556,0.9,0.9
638,1.556,1.556,0.9,0.9
639,1.556,1.556,0.9,0.9
640,1.556,1.556,0.9,0.9
641,1.556,1.556,0.9,0.9
642,1.556,1.556,0.9,0.9
643,1.556,1.556,0.9,0.9
644,1.556,1.556,0.9,0.9
645,1.556,1.556,0.9,0.9
646,1.556,1.556,0.9,0.9
647,1.556,1.556,0.9,0.9
648,1.556,1.556,0.9,0.9
649,1.556,1.556,0.9,0.9
650,1.556,1.556,0.9,0.9
651,1.556,1.556,0.9,0.9
652,1.556,1.556,0.9,0.9
653,1.556,1.556,0.9,0.9
654,1.556,1.556,0.9,0.9
655,1.556,1.556,0.9,0.9
656,1.556,1.556,0.9,0.9
657,1.556,1.556,0.9,0.9
658,1.556,1.556,0.9,0.9
659,1.556,1.556,0.9,0.9
660,1.556,1.556,0.9,0.9
661,1.556,1.556,0.9,0.9
662,1.556,1.556,0.9,0.9
663,1.556,1.556,0.9,0.9
664,1.556,1.556,0.9,0.9
665,1.556,1.556,0.9,0.9
666,1.556,1.556,0.9,0.9
667,1.556,1.556,0.9,0.9
668,1.556,1.556,0.9,0.9
669,1.556,1.556,0.9,0.9
670,1.556,1.556,0.9,0.9
671,1.556,1.556,0.9,0.9
672,1.556,1.556,0.9,0.9
673,1.556,1.556,0.9,0.9
674,1.556,1.556,0.9,0.9
675,1.556,1.556,0.9,0.9
676,1.556,1.556,0.9,0.9
677,1.556,1.556,0.9,0.9
678,1.556,1.556,0.9,0.9
679,1.556,1.556,0.9,0.9
680,1.556,1.556,0.9,0.9
681,1.556,1.556,0.9,0.9
682,1.556,1.556,0.9,0.9
683,1.556,1.556,0.9,0.9
684,1.556,1.556,0.9,0.9
685,1.556,1.556,0.9,0.9
686,1.556,1.556,0.9,0.9
687,1.556,1.556,0.9,0.9
688,1.556,1.556,0.9,0.9
689,1.556,1.556,0.9,0.9
690,1.556,1.556,0.9,0.9
691,1.556,1.556,0.9,0.9
692,1.556,1.556,0.9,0.9
693,1.556,1.556,0.9,0.9
694,1.556,1.556,0.9,0.9
695,1.556,1.556,0.9,0.9
696,1.556,1.556,0.9,0.9
697,1.556,1.556,0.9,0.9
698,1.556,1.556,0.9,0.9
699,1.556,1.556,0.9,0.9
700,1.556,1.556,0.9,0.9
701,1.556,1.556,0.9,0.9
702,1.556,1.556,0.9,0.9
703,1.556,1.556,0.9,0.9
704,1.556,1.556,0.9,0.9
705,1.556,1.556,0.9,0.9
706,1.556,1.556,0.9,0.9
707,1.556,1.556,0.9,0.9
708,1.556,1.556,0.9,0.9
709,1.556,1.556,0.9,0.9
710,1.556,1.556,0.9,0.9
711,1.556,1.556,0.9,0.9
712,1.556,1.556,0.9,0.9
713,1.556,1.556,0.9,0.9
714,1.556,1.556,0.9,0.9
715,1.556,1.556,0.9,0.9
716,1.556,1.556,0.9,0.9
717,1.556,1.556,0.9,0.9
718,1.556,1.556,0.9,0.9
719,1.556,1.556,0.9,0.9
720,1.556,1.556,0.9,0.9
721,1.556,1.556,0.9,0.9
722,1.556,1.556,0.9,0.9
723,1.556,1.556,0.9,0.9
724,1.556,1.556,0.9,0.9
725,1.556,1.556,0.9,0.9
726,1.556,1.556,0.9,0.9
727,1.556,1.556,0.9,0.9
728,1.556,1.556,0.9,0.9
729,1.556,1.556,0.9,0.9
730,1.556,1.556,0.9,0.9
731,1.556,1.556,0.9,0.9
732,1.556,1.556,0.9,0.9
733,1.556,1.556,0.9,0.9
734,1.556,1.556,0.9,0.9
735,1.556,1.556,0.9,0.9
736,1.556,1.556,0.9,0.9
737,1.556,1.556,0.9,0.9
738,1.556,1.556,0.9,0.9
739,1.556,1.556,0.9,0.9
740,1.556,1.556,0.9,0.9
741,1.556,1.556,0.9,0.9
742,1.556,1.556,0.9,0.9
743,1.556,1.556,0.9,0.9
744,1.556,1.556,0.9,0.9
745,1.556,1.556,0.9,0.9
746,1.556,1.556,0.9,0.9
747,1.556,1.556,0.9,0.9
748,1.556,1.556,0.9,0.9
749,1.556,1.556,0.9,0.9
750,1.556,1.556,0.9,0.9
751,1.556,1.556,0.9,0.9
752,1.556,1.556,0.9,0.9
753,1.556,1.556,0.9,0.9
754,1.556,1.556,0.9,0.9
755,1.556,1.556,0.9,0.9
756,1.556,1.556,0.9,0.9
757,1.556,1.556,0.9,0.9
758,1.556,1.556,0.9,0.9
759,1.556,1.556,0.9,0.9
760,1.556,1.556,0.9,0.9
761,1.556,1.556,0.9,0.9
762,1.556,1.556,0.9,0.9
763,1.556,1.556,0.9,0.9
764,1.556,1.556,0.9,0.9
765,1.556,1.556,0.9,0.9
766,1.556,1.556,0.9,0.9
767,1.556,1.556,0.9,0.9
768,1.556,1.556,0.9,0.9
769,1.556,1.556,0.9,0.9
770,1.556,1.556,0.9,0.9
771,1.556,1.556,0.9,0.9
772,1.556,1.556,0.9,0.9
773,1.556,1.556,0.9,0.9
774,1.556,1.556,0.9,0.9
775,1.556,1.556,0.9,0.9
776,1.556,1.556,0.9,0.9
